user_id,month,category,total_expense,income,savings
1,2022-11-01,entertainment,9262.77,27048.0,17785.23
1,2022-11-01,food,332.75,27048.0,26715.25
1,2022-11-01,health,3124.01,27048.0,23923.989999999998
1,2022-11-01,others,111.88,27048.0,26936.12
1,2022-11-01,rent,4291.65,27048.0,22756.35
1,2022-11-01,transport,4271.81,27048.0,22776.19
1,2022-11-01,utilities,147.97,27048.0,26900.03
1,2022-12-01,entertainment,3736.86,27048.0,23311.14
1,2022-12-01,food,3617.51,27048.0,23430.489999999998
1,2022-12-01,health,1146.14,27048.0,25901.86
1,2022-12-01,others,1220.0,27048.0,25828.0
1,2022-12-01,rent,683.11,27048.0,26364.89
1,2022-12-01,transport,5319.49,27048.0,21728.510000000002
1,2022-12-01,utilities,1842.0,27048.0,25206.0
1,2023-01-01,entertainment,1276.88,27048.0,25771.12
1,2023-01-01,food,1519.29,27048.0,25528.71
1,2023-01-01,health,6013.22,27048.0,21034.78
1,2023-01-01,others,4641.33,27048.0,22406.67
1,2023-01-01,rent,1305.02,27048.0,25742.98
1,2023-01-01,transport,3768.02,27048.0,23279.98
1,2023-01-01,utilities,5704.39,27048.0,21343.61
1,2023-02-01,entertainment,1376.72,27048.0,25671.28
1,2023-02-01,food,608.32,27048.0,26439.68
1,2023-02-01,health,1106.77,27048.0,25941.23
1,2023-02-01,others,1049.29,27048.0,25998.71
1,2023-02-01,rent,3518.81,27048.0,23529.19
1,2023-02-01,transport,11051.69,27048.0,15996.31
1,2023-02-01,utilities,745.24,27048.0,26302.76
1,2023-03-01,entertainment,6298.2,27048.0,20749.8
1,2023-03-01,food,236.64,27048.0,26811.36
1,2023-03-01,health,1458.9,27048.0,25589.1
1,2023-03-01,others,178.27,27048.0,26869.73
1,2023-03-01,rent,4036.73,27048.0,23011.27
1,2023-03-01,transport,2681.94,27048.0,24366.06
1,2023-03-01,utilities,8543.53,27048.0,18504.47
1,2023-04-01,entertainment,1788.95,27048.0,25259.05
1,2023-04-01,food,525.04,27048.0,26522.96
1,2023-04-01,health,3647.85,27048.0,23400.15
1,2023-04-01,others,619.73,27048.0,26428.27
1,2023-04-01,rent,289.72,27048.0,26758.28
1,2023-04-01,transport,6997.43,27048.0,20050.57
1,2023-04-01,utilities,1568.25,27048.0,25479.75
1,2023-05-01,entertainment,1393.63,27048.0,25654.37
1,2023-05-01,food,1161.31,27048.0,25886.69
1,2023-05-01,health,895.03,27048.0,26152.97
1,2023-05-01,others,1274.75,27048.0,25773.25
1,2023-05-01,rent,3516.01,27048.0,23531.989999999998
1,2023-05-01,transport,2363.47,27048.0,24684.53
1,2023-05-01,utilities,1995.23,27048.0,25052.77
1,2023-06-01,entertainment,332.27,27048.0,26715.73
1,2023-06-01,food,3160.78,27048.0,23887.22
1,2023-06-01,health,807.67,27048.0,26240.33
1,2023-06-01,others,61.22,27048.0,26986.78
1,2023-06-01,rent,2265.47,27048.0,24782.53
1,2023-06-01,transport,1840.28,27048.0,25207.72
1,2023-06-01,utilities,1766.5,27048.0,25281.5
1,2023-07-01,entertainment,137.54,27048.0,26910.46
1,2023-07-01,food,447.86,27048.0,26600.14
1,2023-07-01,health,481.88,27048.0,26566.12
1,2023-07-01,others,1469.11,27048.0,25578.89
1,2023-07-01,rent,1929.54,27048.0,25118.46
1,2023-07-01,transport,1985.0,27048.0,25063.0
1,2023-07-01,utilities,5505.87,27048.0,21542.13
1,2023-08-01,entertainment,3819.52,27048.0,23228.48
1,2023-08-01,food,881.12,27048.0,26166.88
1,2023-08-01,health,5113.2,27048.0,21934.8
1,2023-08-01,others,136.45,27048.0,26911.55
1,2023-08-01,rent,38.18,27048.0,27009.82
1,2023-08-01,transport,2584.64,27048.0,24463.36
1,2023-08-01,utilities,979.44,27048.0,26068.56
1,2023-09-01,entertainment,1312.42,27048.0,25735.58
1,2023-09-01,food,1326.84,27048.0,25721.16
1,2023-09-01,health,412.34,27048.0,26635.66
1,2023-09-01,others,3804.1,27048.0,23243.9
1,2023-09-01,rent,3306.41,27048.0,23741.59
1,2023-09-01,transport,680.59,27048.0,26367.41
1,2023-09-01,utilities,506.09,27048.0,26541.91
1,2023-10-01,entertainment,4109.47,27048.0,22938.53
1,2023-10-01,food,2389.74,27048.0,24658.260000000002
1,2023-10-01,health,1419.8,27048.0,25628.2
1,2023-10-01,others,152.95,27048.0,26895.05
1,2023-10-01,rent,1937.15,27048.0,25110.85
1,2023-10-01,transport,1934.05,27048.0,25113.95
1,2023-10-01,utilities,5482.58,27048.0,21565.42
1,2023-11-01,entertainment,1388.31,27048.0,25659.69
1,2023-11-01,food,10396.09,27048.0,16651.91
1,2023-11-01,health,3241.03,27048.0,23806.97
1,2023-11-01,others,505.05,27048.0,26542.95
1,2023-11-01,rent,1341.9,27048.0,25706.1
1,2023-11-01,transport,778.45,27048.0,26269.55
1,2023-11-01,utilities,5957.92,27048.0,21090.08
1,2023-12-01,entertainment,855.78,27048.0,26192.22
1,2023-12-01,food,3466.83,27048.0,23581.17
1,2023-12-01,health,440.03,27048.0,26607.97
1,2023-12-01,others,2082.27,27048.0,24965.73
1,2023-12-01,rent,1639.95,27048.0,25408.05
1,2023-12-01,transport,3541.79,27048.0,23506.21
1,2023-12-01,utilities,655.46,27048.0,26392.54
1,2024-01-01,entertainment,4892.55,27048.0,22155.45
1,2024-01-01,food,887.02,27048.0,26160.98
1,2024-01-01,health,3311.01,27048.0,23736.989999999998
1,2024-01-01,others,6779.53,27048.0,20268.47
1,2024-01-01,rent,505.66,27048.0,26542.34
1,2024-01-01,transport,1705.57,27048.0,25342.43
1,2024-01-01,utilities,694.89,27048.0,26353.11
1,2024-02-01,entertainment,714.43,27048.0,26333.57
1,2024-02-01,food,1207.92,27048.0,25840.08
1,2024-02-01,health,2553.09,27048.0,24494.91
1,2024-02-01,others,3401.18,27048.0,23646.82
1,2024-02-01,rent,3674.85,27048.0,23373.15
1,2024-02-01,transport,1531.87,27048.0,25516.13
1,2024-02-01,utilities,583.52,27048.0,26464.48
1,2024-03-01,entertainment,10910.46,27048.0,16137.54
1,2024-03-01,food,1523.88,27048.0,25524.12
1,2024-03-01,health,4267.6,27048.0,22780.4
1,2024-03-01,others,809.12,27048.0,26238.88
1,2024-03-01,rent,1696.71,27048.0,25351.29
1,2024-03-01,transport,373.23,27048.0,26674.77
1,2024-03-01,utilities,1010.12,27048.0,26037.88
1,2024-04-01,entertainment,237.48,27048.0,26810.52
1,2024-04-01,food,989.23,27048.0,26058.77
1,2024-04-01,health,2322.52,27048.0,24725.48
1,2024-04-01,others,635.53,27048.0,26412.47
1,2024-04-01,rent,13608.58,27048.0,13439.42
1,2024-04-01,transport,2452.7,27048.0,24595.3
1,2024-04-01,utilities,618.97,27048.0,26429.03
1,2024-05-01,entertainment,2554.24,27048.0,24493.760000000002
1,2024-05-01,food,2192.45,27048.0,24855.55
1,2024-05-01,health,2249.01,27048.0,24798.989999999998
1,2024-05-01,others,421.28,27048.0,26626.72
1,2024-05-01,rent,4611.58,27048.0,22436.42
1,2024-05-01,transport,6632.1,27048.0,20415.9
1,2024-05-01,utilities,3490.87,27048.0,23557.13
1,2024-06-01,entertainment,2224.34,27048.0,24823.66
1,2024-06-01,food,811.59,27048.0,26236.41
1,2024-06-01,health,1191.2,27048.0,25856.8
1,2024-06-01,others,1373.68,27048.0,25674.32
1,2024-06-01,rent,354.74,27048.0,26693.26
1,2024-06-01,transport,637.27,27048.0,26410.73
1,2024-06-01,utilities,2506.75,27048.0,24541.25
1,2024-07-01,entertainment,3803.39,27048.0,23244.61
1,2024-07-01,food,3323.16,27048.0,23724.84
1,2024-07-01,health,500.83,27048.0,26547.17
1,2024-07-01,others,8627.15,27048.0,18420.85
1,2024-07-01,rent,528.46,27048.0,26519.54
1,2024-07-01,transport,1363.57,27048.0,25684.43
1,2024-07-01,utilities,2916.92,27048.0,24131.08
1,2024-08-01,entertainment,2143.89,27048.0,24904.11
1,2024-08-01,food,1963.62,27048.0,25084.38
1,2024-08-01,health,4517.16,27048.0,22530.84
1,2024-08-01,others,141.85,27048.0,26906.15
1,2024-08-01,rent,1727.22,27048.0,25320.78
1,2024-08-01,transport,1163.26,27048.0,25884.74
1,2024-08-01,utilities,1248.21,27048.0,25799.79
1,2024-09-01,entertainment,361.15,27048.0,26686.85
1,2024-09-01,food,853.45,27048.0,26194.55
1,2024-09-01,health,176.59,27048.0,26871.41
1,2024-09-01,others,1448.69,27048.0,25599.31
1,2024-09-01,rent,238.96,27048.0,26809.04
1,2024-09-01,transport,648.0,27048.0,26400.0
1,2024-09-01,utilities,2291.95,27048.0,24756.05
1,2024-10-01,entertainment,486.87,27048.0,26561.13
1,2024-10-01,food,3937.82,27048.0,23110.18
1,2024-10-01,health,5447.7,27048.0,21600.3
1,2024-10-01,others,2920.65,27048.0,24127.35
1,2024-10-01,rent,2978.85,27048.0,24069.15
1,2024-10-01,transport,863.19,27048.0,26184.81
1,2024-10-01,utilities,1751.22,27048.0,25296.78
1,2024-11-01,entertainment,351.93,27048.0,26696.07
1,2024-11-01,food,623.5,27048.0,26424.5
1,2024-11-01,health,1112.75,27048.0,25935.25
1,2024-11-01,others,1670.73,27048.0,25377.27
1,2024-11-01,rent,1595.35,27048.0,25452.65
1,2024-11-01,transport,59.95,27048.0,26988.05
1,2024-11-01,utilities,655.46,27048.0,26392.54
1,2024-12-01,entertainment,5045.23,27048.0,22002.77
1,2024-12-01,food,111.31,27048.0,26936.69
1,2024-12-01,health,1657.14,27048.0,25390.86
1,2024-12-01,others,3128.77,27048.0,23919.23
1,2024-12-01,rent,9345.78,27048.0,17702.22
1,2024-12-01,transport,70.88,27048.0,26977.12
1,2024-12-01,utilities,281.35,27048.0,26766.65
1,2025-01-01,entertainment,1758.8,27048.0,25289.2
1,2025-01-01,food,530.77,27048.0,26517.23
1,2025-01-01,health,2424.75,27048.0,24623.25
1,2025-01-01,others,2374.0,27048.0,24674.0
1,2025-01-01,rent,1559.17,27048.0,25488.83
1,2025-01-01,transport,229.35,27048.0,26818.65
1,2025-01-01,utilities,2144.01,27048.0,24903.989999999998
1,2025-02-01,entertainment,151.47,27048.0,26896.53
1,2025-02-01,food,236.33,27048.0,26811.67
1,2025-02-01,health,209.78,27048.0,26838.22
1,2025-02-01,others,9306.76,27048.0,17741.239999999998
1,2025-02-01,rent,2659.25,27048.0,24388.75
1,2025-02-01,transport,969.89,27048.0,26078.11
1,2025-02-01,utilities,2885.05,27048.0,24162.95
1,2025-03-01,entertainment,7829.96,27048.0,19218.04
1,2025-03-01,food,439.03,27048.0,26608.97
1,2025-03-01,health,1187.77,27048.0,25860.23
1,2025-03-01,others,2589.84,27048.0,24458.16
1,2025-03-01,rent,7253.77,27048.0,19794.23
1,2025-03-01,transport,941.73,27048.0,26106.27
1,2025-03-01,utilities,904.34,27048.0,26143.66
1,2025-04-01,entertainment,2181.51,27048.0,24866.489999999998
1,2025-04-01,food,1892.3,27048.0,25155.7
1,2025-04-01,health,1873.16,27048.0,25174.84
1,2025-04-01,others,1479.77,27048.0,25568.23
1,2025-04-01,rent,4319.69,27048.0,22728.31
1,2025-04-01,transport,2420.58,27048.0,24627.42
1,2025-04-01,utilities,955.6,27048.0,26092.4
1,2025-05-01,entertainment,1868.54,27048.0,25179.46
1,2025-05-01,food,372.56,27048.0,26675.44
1,2025-05-01,health,3309.12,27048.0,23738.88
1,2025-05-01,others,2800.46,27048.0,24247.54
1,2025-05-01,rent,8334.89,27048.0,18713.11
1,2025-05-01,transport,892.61,27048.0,26155.39
1,2025-05-01,utilities,1618.25,27048.0,25429.75
1,2025-06-01,entertainment,4389.05,27048.0,22658.95
1,2025-06-01,food,7231.15,27048.0,19816.85
1,2025-06-01,health,2778.11,27048.0,24269.89
1,2025-06-01,others,2764.17,27048.0,24283.83
1,2025-06-01,rent,246.33,27048.0,26801.67
1,2025-06-01,transport,764.55,27048.0,26283.45
1,2025-06-01,utilities,1828.8,27048.0,25219.2
1,2025-07-01,entertainment,2046.59,27048.0,25001.41
1,2025-07-01,food,855.69,27048.0,26192.31
1,2025-07-01,health,0.0,27048.0,27048.0
1,2025-07-01,others,622.95,27048.0,26425.05
1,2025-07-01,rent,3738.22,27048.0,23309.78
1,2025-07-01,transport,2110.81,27048.0,24937.19
1,2025-07-01,utilities,3528.9,27048.0,23519.1
1,2025-08-01,entertainment,2593.51,27048.0,24454.489999999998
1,2025-08-01,food,1495.9,27048.0,25552.1
1,2025-08-01,health,4361.52,27048.0,22686.48
1,2025-08-01,others,765.79,27048.0,26282.21
1,2025-08-01,rent,1799.95,27048.0,25248.05
1,2025-08-01,transport,813.53,27048.0,26234.47
1,2025-08-01,utilities,3396.64,27048.0,23651.36
1,2025-09-01,entertainment,1691.45,27048.0,25356.55
1,2025-09-01,food,592.9,27048.0,26455.1
1,2025-09-01,health,718.87,27048.0,26329.13
1,2025-09-01,others,316.34,27048.0,26731.66
1,2025-09-01,rent,3968.38,27048.0,23079.62
1,2025-09-01,transport,993.79,27048.0,26054.21
1,2025-09-01,utilities,2931.44,27048.0,24116.56
1,2025-10-01,entertainment,258.55,27048.0,26789.45
1,2025-10-01,food,2407.32,27048.0,24640.68
1,2025-10-01,health,4984.79,27048.0,22063.21
1,2025-10-01,others,323.34,27048.0,26724.66
1,2025-10-01,rent,3794.94,27048.0,23253.06
1,2025-10-01,transport,1054.36,27048.0,25993.64
1,2025-10-01,utilities,1536.6,27048.0,25511.4
2,2022-11-01,entertainment,7164.17,119484.0,112319.83
2,2022-11-01,food,17475.71,119484.0,102008.29000000001
2,2022-11-01,health,7810.26,119484.0,111673.74
2,2022-11-01,others,10888.46,119484.0,108595.54000000001
2,2022-11-01,rent,8571.95,119484.0,110912.05
2,2022-11-01,transport,15955.31,119484.0,103528.69
2,2022-11-01,utilities,15753.25,119484.0,103730.75
2,2022-12-01,entertainment,13951.59,119484.0,105532.41
2,2022-12-01,food,4557.29,119484.0,114926.71
2,2022-12-01,health,6815.76,119484.0,112668.24
2,2022-12-01,others,5509.91,119484.0,113974.09
2,2022-12-01,rent,39819.4,119484.0,79664.6
2,2022-12-01,transport,7481.52,119484.0,112002.48
2,2022-12-01,utilities,8462.72,119484.0,111021.28
2,2023-01-01,entertainment,22041.04,119484.0,97442.95999999999
2,2023-01-01,food,21413.62,119484.0,98070.38
2,2023-01-01,health,15892.59,119484.0,103591.41
2,2023-01-01,others,1396.45,119484.0,118087.55
2,2023-01-01,rent,10694.66,119484.0,108789.34
2,2023-01-01,transport,24799.76,119484.0,94684.24
2,2023-01-01,utilities,291.99,119484.0,119192.01
2,2023-02-01,entertainment,15559.64,119484.0,103924.36
2,2023-02-01,food,3444.14,119484.0,116039.86
2,2023-02-01,health,1722.15,119484.0,117761.85
2,2023-02-01,others,39163.74,119484.0,80320.26000000001
2,2023-02-01,rent,17042.67,119484.0,102441.33
2,2023-02-01,transport,84.4,119484.0,119399.6
2,2023-02-01,utilities,15128.04,119484.0,104355.95999999999
2,2023-03-01,entertainment,227.43,119484.0,119256.57
2,2023-03-01,food,11305.81,119484.0,108178.19
2,2023-03-01,health,10392.39,119484.0,109091.61
2,2023-03-01,others,26011.66,119484.0,93472.34
2,2023-03-01,rent,24064.22,119484.0,95419.78
2,2023-03-01,transport,18306.2,119484.0,101177.8
2,2023-03-01,utilities,680.01,119484.0,118803.99
2,2023-04-01,entertainment,5361.29,119484.0,114122.71
2,2023-04-01,food,9312.55,119484.0,110171.45
2,2023-04-01,health,8891.52,119484.0,110592.48
2,2023-04-01,others,57435.75,119484.0,62048.25
2,2023-04-01,rent,11225.45,119484.0,108258.55
2,2023-04-01,transport,9292.77,119484.0,110191.23
2,2023-04-01,utilities,1493.05,119484.0,117990.95
2,2023-05-01,entertainment,6002.65,119484.0,113481.35
2,2023-05-01,food,28672.49,119484.0,90811.51
2,2023-05-01,health,7203.56,119484.0,112280.44
2,2023-05-01,others,1850.17,119484.0,117633.83
2,2023-05-01,rent,13408.23,119484.0,106075.77
2,2023-05-01,transport,12265.67,119484.0,107218.33
2,2023-05-01,utilities,11528.85,119484.0,107955.15
2,2023-06-01,entertainment,28611.48,119484.0,90872.52
2,2023-06-01,food,4038.7,119484.0,115445.3
2,2023-06-01,health,5112.42,119484.0,114371.58
2,2023-06-01,others,921.71,119484.0,118562.29
2,2023-06-01,rent,6448.79,119484.0,113035.21
2,2023-06-01,transport,42931.77,119484.0,76552.23000000001
2,2023-06-01,utilities,6112.02,119484.0,113371.98
2,2023-07-01,entertainment,28293.35,119484.0,91190.65
2,2023-07-01,food,1559.0,119484.0,117925.0
2,2023-07-01,health,12058.78,119484.0,107425.22
2,2023-07-01,others,6468.07,119484.0,113015.93
2,2023-07-01,rent,9071.76,119484.0,110412.24
2,2023-07-01,transport,10609.94,119484.0,108874.06
2,2023-07-01,utilities,1754.42,119484.0,117729.58
2,2023-08-01,entertainment,4617.82,119484.0,114866.18
2,2023-08-01,food,18.1,119484.0,119465.9
2,2023-08-01,health,29325.04,119484.0,90158.95999999999
2,2023-08-01,others,10022.53,119484.0,109461.47
2,2023-08-01,rent,7733.77,119484.0,111750.23
2,2023-08-01,transport,10956.31,119484.0,108527.69
2,2023-08-01,utilities,12759.34,119484.0,106724.66
2,2023-09-01,entertainment,1003.36,119484.0,118480.64
2,2023-09-01,food,29479.29,119484.0,90004.70999999999
2,2023-09-01,health,22082.97,119484.0,97401.03
2,2023-09-01,others,332.32,119484.0,119151.68
2,2023-09-01,rent,9752.42,119484.0,109731.58
2,2023-09-01,transport,1838.03,119484.0,117645.97
2,2023-09-01,utilities,9447.39,119484.0,110036.61
2,2023-10-01,entertainment,28407.61,119484.0,91076.39
2,2023-10-01,food,1387.07,119484.0,118096.93
2,2023-10-01,health,4787.2,119484.0,114696.8
2,2023-10-01,others,13802.91,119484.0,105681.09
2,2023-10-01,rent,5254.02,119484.0,114229.98
2,2023-10-01,transport,659.24,119484.0,118824.76
2,2023-10-01,utilities,22987.45,119484.0,96496.55
2,2023-11-01,entertainment,713.55,119484.0,118770.45
2,2023-11-01,food,27034.08,119484.0,92449.92
2,2023-11-01,health,1128.33,119484.0,118355.67
2,2023-11-01,others,13598.12,119484.0,105885.88
2,2023-11-01,rent,18772.07,119484.0,100711.93
2,2023-11-01,transport,12154.28,119484.0,107329.72
2,2023-11-01,utilities,16896.9,119484.0,102587.1
2,2023-12-01,entertainment,12.07,119484.0,119471.93
2,2023-12-01,food,3598.02,119484.0,115885.98
2,2023-12-01,health,39244.31,119484.0,80239.69
2,2023-12-01,others,6924.4,119484.0,112559.6
2,2023-12-01,rent,2395.74,119484.0,117088.26
2,2023-12-01,transport,28824.69,119484.0,90659.31
2,2023-12-01,utilities,696.04,119484.0,118787.96
2,2024-01-01,entertainment,1513.54,119484.0,117970.46
2,2024-01-01,food,15709.67,119484.0,103774.33
2,2024-01-01,health,1683.37,119484.0,117800.63
2,2024-01-01,others,48029.65,119484.0,71454.35
2,2024-01-01,rent,848.31,119484.0,118635.69
2,2024-01-01,transport,22286.47,119484.0,97197.53
2,2024-01-01,utilities,4320.62,119484.0,115163.38
2,2024-02-01,entertainment,32001.19,119484.0,87482.81
2,2024-02-01,food,329.12,119484.0,119154.88
2,2024-02-01,health,17340.54,119484.0,102143.45999999999
2,2024-02-01,others,9739.3,119484.0,109744.7
2,2024-02-01,rent,18305.28,119484.0,101178.72
2,2024-02-01,transport,15085.29,119484.0,104398.70999999999
2,2024-02-01,utilities,2103.31,119484.0,117380.69
2,2024-03-01,entertainment,10573.81,119484.0,108910.19
2,2024-03-01,food,1074.17,119484.0,118409.83
2,2024-03-01,health,5212.57,119484.0,114271.43
2,2024-03-01,others,2278.58,119484.0,117205.42
2,2024-03-01,rent,17289.09,119484.0,102194.91
2,2024-03-01,transport,33657.29,119484.0,85826.70999999999
2,2024-03-01,utilities,22708.98,119484.0,96775.02
2,2024-04-01,entertainment,11791.82,119484.0,107692.18
2,2024-04-01,food,5254.78,119484.0,114229.22
2,2024-04-01,health,2427.55,119484.0,117056.45
2,2024-04-01,others,8966.39,119484.0,110517.61
2,2024-04-01,rent,26049.78,119484.0,93434.22
2,2024-04-01,transport,14657.8,119484.0,104826.2
2,2024-04-01,utilities,29152.57,119484.0,90331.43
2,2024-05-01,entertainment,40724.98,119484.0,78759.01999999999
2,2024-05-01,food,8988.81,119484.0,110495.19
2,2024-05-01,health,21636.77,119484.0,97847.23
2,2024-05-01,others,738.4,119484.0,118745.6
2,2024-05-01,rent,2226.27,119484.0,117257.73
2,2024-05-01,transport,2420.61,119484.0,117063.39
2,2024-05-01,utilities,17216.35,119484.0,102267.65
2,2024-06-01,entertainment,18260.08,119484.0,101223.92
2,2024-06-01,food,6793.91,119484.0,112690.09
2,2024-06-01,health,2149.61,119484.0,117334.39
2,2024-06-01,others,8639.95,119484.0,110844.05
2,2024-06-01,rent,10284.18,119484.0,109199.82
2,2024-06-01,transport,7026.0,119484.0,112458.0
2,2024-06-01,utilities,24116.62,119484.0,95367.38
2,2024-07-01,entertainment,5402.29,119484.0,114081.71
2,2024-07-01,food,10462.45,119484.0,109021.55
2,2024-07-01,health,7443.18,119484.0,112040.82
2,2024-07-01,others,11879.22,119484.0,107604.78
2,2024-07-01,rent,3006.14,119484.0,116477.86
2,2024-07-01,transport,3523.18,119484.0,115960.82
2,2024-07-01,utilities,38351.44,119484.0,81132.56
2,2024-08-01,entertainment,1336.66,119484.0,118147.34
2,2024-08-01,food,35239.51,119484.0,84244.48999999999
2,2024-08-01,health,13848.42,119484.0,105635.58
2,2024-08-01,others,5425.67,119484.0,114058.33
2,2024-08-01,rent,2646.93,119484.0,116837.07
2,2024-08-01,transport,13508.69,119484.0,105975.31
2,2024-08-01,utilities,5734.98,119484.0,113749.02
2,2024-09-01,entertainment,12862.49,119484.0,106621.51
2,2024-09-01,food,3421.73,119484.0,116062.27
2,2024-09-01,health,530.41,119484.0,118953.59
2,2024-09-01,others,27443.07,119484.0,92040.93
2,2024-09-01,rent,4624.12,119484.0,114859.88
2,2024-09-01,transport,22277.78,119484.0,97206.22
2,2024-09-01,utilities,5592.62,119484.0,113891.38
2,2024-10-01,entertainment,463.63,119484.0,119020.37
2,2024-10-01,food,14803.4,119484.0,104680.6
2,2024-10-01,health,20382.1,119484.0,99101.9
2,2024-10-01,others,8441.48,119484.0,111042.52
2,2024-10-01,rent,7138.23,119484.0,112345.77
2,2024-10-01,transport,6513.03,119484.0,112970.97
2,2024-10-01,utilities,26007.67,119484.0,93476.33
2,2024-11-01,entertainment,81.32,119484.0,119402.68
2,2024-11-01,food,15862.75,119484.0,103621.25
2,2024-11-01,health,388.75,119484.0,119095.25
2,2024-11-01,others,5024.5,119484.0,114459.5
2,2024-11-01,rent,11252.58,119484.0,108231.42
2,2024-11-01,transport,14481.56,119484.0,105002.44
2,2024-11-01,utilities,44315.4,119484.0,75168.6
2,2024-12-01,entertainment,4723.05,119484.0,114760.95
2,2024-12-01,food,14582.58,119484.0,104901.42
2,2024-12-01,health,1446.72,119484.0,118037.28
2,2024-12-01,others,11642.92,119484.0,107841.08
2,2024-12-01,rent,13744.72,119484.0,105739.28
2,2024-12-01,transport,4699.11,119484.0,114784.89
2,2024-12-01,utilities,36647.79,119484.0,82836.20999999999
